restaurant_name,address,phone_number,website_url,happy_hour_times,regular_hours,rating,review_count,price_level,source,freshness_date,latitude,longitude,cheapest_drink,cheapest_drink_price,cheapest_food,cheapest_food_price,menu_summary
Sahara on Adams,"3355 Adams Ave, San Diego, CA 92116, USA",(619) 380-2292,http://www.saharaonadams.com/,,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 11:00 AM – 10:00 PM | Sunday: 11:00 AM – 8:00 PM,4.5,160,PRICE_LEVEL_MODERATE,Google Places API,2026-04-21,32.7632252,-117.1215399,,,,,
Aiberto's Taco Shop,"3894 41st St, San Diego, CA 92105, USA",(619) 640-6810,,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,3.9,481,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7494632,-117.10719499999999,,,,,
Filiberto's Mexican Food,"3446 University Ave, San Diego, CA 92105, USA",(619) 640-0385,https://filibertosmexicanfoodgo.twupro.com/,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,3.9,1268,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7499519,-117.11949840000001,,,,,
The Haven Pizzeria,"4051 Adams Ave, San Diego, CA 92116, USA",(619) 281-1904,https://www.thehavenpizzeria.com/,Monday: 3:00 – 5:00 PM | Tuesday: 3:00 – 5:00 PM | Wednesday: 3:00 – 5:00 PM | Thursday: 3:00 – 5:00 PM | Friday: 3:00 – 5:00 PM | Saturday: Closed | Sunday: Closed,Monday: 3:00 – 8:30 PM | Tuesday: 3:00 – 8:30 PM | Wednesday: 3:00 – 8:30 PM | Thursday: 3:00 – 8:30 PM | Friday: 11:30 AM – 9:00 PM | Saturday: 11:30 AM – 9:00 PM | Sunday: 11:30 AM – 8:00 PM,4.6,420,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7631367,-117.10826089999999,,,,,
Jyoti-Bihanga Vegan & Vegetarian Restaurant,"3351 Adams Ave, San Diego, CA 92116, USA",(619) 282-4116,http://www.jyotibihanga.com/,,Monday: 11:30 AM – 8:30 PM | Tuesday: 11:30 AM – 8:30 PM | Wednesday: 11:30 AM – 3:00 PM | Thursday: 11:30 AM – 8:30 PM | Friday: 11:30 AM – 8:30 PM | Saturday: 11:30 AM – 8:30 PM | Sunday: Closed,4.8,533,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.763206,-117.12159299999998,,,,,
Chris' Ono Grinds Island Grill - North Park,"4506 30th St, San Diego, CA 92116, USA",(619) 269-9962,https://onogrindscafe.com/,,Monday: 11:30 AM – 9:00 PM | Tuesday: Closed | Wednesday: 11:30 AM – 9:00 PM | Thursday: 11:30 AM – 9:00 PM | Friday: 11:30 AM – 9:00 PM | Saturday: 11:30 AM – 9:00 PM | Sunday: 11:30 AM – 9:00 PM,4.6,909,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7593864,-117.13036140000001,,,,,
The Mission,"2801 University Ave, San Diego, CA 92104, USA",(619) 220-8992,http://www.themissionsd.com/,,Monday: 7:00 AM – 2:00 PM | Tuesday: 7:00 AM – 2:00 PM | Wednesday: 7:00 AM – 2:00 PM | Thursday: 7:00 AM – 2:00 PM | Friday: 7:00 AM – 2:00 PM | Saturday: 7:00 AM – 2:00 PM | Sunday: 7:00 AM – 2:00 PM,4.5,1597,PRICE_LEVEL_MODERATE,Google Places API,2026-04-21,32.7482955,-117.13348610000001,,,,,
White Rice,"3586 Adams Ave Suite 100, San Diego, CA 92116, USA",(619) 255-1972,https://www.ricebowlsforall.com/,,Monday: 11:00 AM – 7:00 PM | Tuesday: 11:00 AM – 7:00 PM | Wednesday: 11:00 AM – 7:00 PM | Thursday: 11:00 AM – 7:00 PM | Friday: 11:00 AM – 8:00 PM | Saturday: 11:00 AM – 8:00 PM | Sunday: 11:00 AM – 7:00 PM,4.2,212,PRICE_LEVEL_MODERATE,Google Places API,2026-04-21,32.763556799999996,-117.1155513,,,,,
100's seafood grill buffet,"2828 Camino del Rio S, San Diego, CA 92108, USA",(619) 906-4886,http://100sbuffet.com/,,Monday: 4:00 – 9:00 PM | Tuesday: Closed | Wednesday: 4:00 – 9:00 PM | Thursday: 4:00 – 9:00 PM | Friday: 4:00 – 9:00 PM | Saturday: 12:00 – 9:00 PM | Sunday: 12:00 – 9:00 PM,4.3,4164,PRICE_LEVEL_MODERATE,Google Places API,2026-04-21,32.7709067,-117.13224640000001,,,,,
Thai Joint,"3456 Adams Ave, San Diego, CA 92116, USA",(619) 564-6659,http://thai-joint.com/,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,"Monday: 11:30 AM – 2:30 PM, 4:00 – 9:00 PM | Tuesday: 11:30 AM – 2:30 PM, 4:00 – 9:00 PM | Wednesday: 11:30 AM – 2:30 PM, 4:00 – 9:00 PM | Thursday: 11:30 AM – 2:30 PM, 4:00 – 9:00 PM | Friday: 11:00 AM – 2:30 PM, 4:00 – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM",4.4,232,PRICE_LEVEL_MODERATE,Website (AI parsed),2026-04-21,32.763594,-117.11881760000001,,,,,
Laredo Taco Company,"3504 El Cajon Blvd, San Diego, CA 92104, USA",(619) 607-8742,https://www.laredotacocompany.com/restaurant-locator/detail/38571?utm_source=G&utm_medium=local&utm_campaign=google-local,,Monday: Open 24 hours | Tuesday: Open 24 hours | Wednesday: Open 24 hours | Thursday: Open 24 hours | Friday: Open 24 hours | Saturday: Open 24 hours | Sunday: Open 24 hours,4,82,,Google Places API,2026-04-21,32.7557016,-117.11772370000001,,,,,
Ponce's Mexican Restaurant,"4050 Adams Ave, San Diego, CA 92116, USA",(619) 282-4413,http://www.poncesrestaurant.com/,"Monday: 2:00 – 5:00 PM, 8:00 – 9:00 PM | Tuesday: 2:00 – 5:00 PM, 8:00 – 9:00 PM | Wednesday: 2:00 – 5:00 PM, 8:00 – 9:00 PM | Thursday: 2:00 – 5:00 PM, 8:00 – 9:00 PM | Friday: 2:00 – 5:00 PM | Saturday: 2:00 – 5:00 PM | Sunday: Closed",Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: Closed,4.5,1815,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7634628,-117.1082107,,,,,
Black Radish,"2591 University Ave, San Diego, CA 92104, USA",(619) 269-1980,https://www.blckrdsh.com/,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,Monday: Closed | Tuesday: Closed | Wednesday: 5:00 – 10:00 PM | Thursday: 5:00 – 10:00 PM | Friday: 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: Closed,4.7,202,,Website (AI parsed),2026-04-21,32.748255900000004,-117.1359021,,,,,
El Comal North Park,"3946 Illinois St, San Diego, CA 92104, USA",(619) 294-8292,https://elcomalsd.com/?utm_source=google,,"Monday: 10:00 AM – 3:00 PM, 5:00 – 9:00 PM | Tuesday: 10:00 AM – 3:00 PM, 5:00 – 9:00 PM | Wednesday: 10:00 AM – 3:00 PM, 5:00 – 9:00 PM | Thursday: 10:00 AM – 3:00 PM, 5:00 – 9:00 PM | Friday: 10:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 8:00 PM",4.4,1251,PRICE_LEVEL_MODERATE,Google Places API,2026-04-21,32.749352699999996,-117.1279433,,,,,
Hom Mali by The NoodBar,"4596 30th St, San Diego, CA 92116, USA",(619) 269-2117,https://www.ordernoodbar.com/,"Monday: 12:00 PM - 3:00 PM, 4:30 PM - 9:00 PM | Tuesday: 12:00 PM - 3:00 PM, 4:30 PM - 9:00 PM | Wednesday: 12:00 PM - 3:00 PM, 4:30 PM - 9:00 PM | Thursday: 12:00 PM - 3:00 PM, 4:30 PM - 9:00 PM | Friday: 12:00 PM - 3:00 PM, 4:30 PM - 9:30 PM | Saturday: 12:00 PM - 9:30 PM | Sunday: 12:00 PM - 9:30 PM","Monday: 11:30 AM – 3:30 PM, 4:30 – 9:30 PM | Tuesday: 11:30 AM – 3:30 PM, 4:30 – 9:30 PM | Wednesday: 11:30 AM – 3:30 PM, 4:30 – 9:30 PM | Thursday: 11:30 AM – 3:30 PM, 4:30 – 9:30 PM | Friday: 11:30 AM – 3:30 PM, 4:30 – 9:30 PM | Saturday: 11:30 AM – 3:30 PM, 4:30 – 9:30 PM | Sunday: 11:30 AM – 3:30 PM, 4:30 – 9:30 PM",4.3,311,PRICE_LEVEL_MODERATE,Website (AI parsed),2026-04-21,32.760827,-117.13042320000001,,,,,
Thai Time North Park,"4102 30th St, San Diego, CA 92104, USA",(619) 282-1060,https://www.toasttab.com/thai-time-northpark-4102-30th-street,,Monday: 11:30 AM – 9:30 PM | Tuesday: 11:30 AM – 9:30 PM | Wednesday: 11:30 AM – 9:30 PM | Thursday: 11:30 AM – 9:30 PM | Friday: 11:30 AM – 10:00 PM | Saturday: 11:30 AM – 10:00 PM | Sunday: 11:30 AM – 9:30 PM,4.4,581,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7523245,-117.1303214,,,,,
Sycamore Den,"3391 Adams Ave, San Diego, CA 92116, USA",(619) 259-0045,http://www.sycamoreden.com/,Monday: 5:00 PM - 7:00 PM | Tuesday: 5:00 PM - 7:00 PM | Wednesday: 5:00 PM - 7:00 PM | Thursday: 5:00 PM - 7:00 PM | Friday: 2:00 PM - 7:00 PM | Saturday: 2:00 PM - 7:00 PM | Sunday: 2:00 PM - 7:00 PM,Monday: 5:00 PM – 2:00 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 2:00 PM – 2:00 AM | Saturday: 2:00 PM – 2:00 AM | Sunday: 2:00 PM – 2:00 AM,4.4,392,PRICE_LEVEL_MODERATE,Website (AI parsed),2026-04-21,32.76324170000001,-117.12089440000001,,,,,
Rosie O'Grady's,"3402 Adams Ave, San Diego, CA 92116, USA",(619) 284-7666,http://rosieogradyssd.com/,Monday: 4:00 PM - 7:00 PM | Tuesday: 4:00 PM - 7:00 PM | Wednesday: 4:00 PM - 7:00 PM | Thursday: 4:00 PM - 7:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,Monday: 11:00 AM – 2:00 AM | Tuesday: 11:00 AM – 2:00 AM | Wednesday: 11:00 AM – 2:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 10:00 AM – 2:00 AM,4.4,461,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.7635404,-117.12053890000001,,,,,
Swan Bar,"2933 Adams Ave, San Diego, CA 92116, USA",,,Monday: Closed | Tuesday: 4:00 – 5:00 PM | Wednesday: 4:00 – 5:00 PM | Thursday: 4:00 – 5:00 PM | Friday: 4:00 – 5:00 PM | Saturday: 4:00 – 5:00 PM | Sunday: Closed,Monday: Closed | Tuesday: 4:00 PM – 12:00 AM | Wednesday: 4:00 PM – 12:00 AM | Thursday: 4:00 PM – 12:00 AM | Friday: 4:00 PM – 12:00 AM | Saturday: 3:00 PM – 12:00 AM | Sunday: Closed,4.5,252,PRICE_LEVEL_INEXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.7627368,-117.1306712,,,,,
Triple Crown Pub,"3221 Adams Ave, San Diego, CA 92116, USA",,,,Monday: 5:00 PM – 12:00 AM | Tuesday: 5:00 PM – 1:30 AM | Wednesday: 5:00 PM – 1:30 AM | Thursday: 5:00 PM – 1:30 AM | Friday: 5:00 PM – 1:30 AM | Saturday: 3:00 PM – 1:30 AM | Sunday: 3:00 PM – 1:30 AM,4.4,430,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.763189,-117.12442870000001,,,,,
Polite Provisions,"4696 30th St, San Diego, CA 92116, USA",(619) 269-4701,http://politeprovisions.com/,Monday: 5:00 PM - 2:00 AM | Tuesday: 5:00 PM - 2:00 AM | Wednesday: 5:00 PM - 2:00 AM | Thursday: 5:00 PM - 2:00 AM | Friday: 3:00 PM - 2:00 AM | Saturday: 3:00 PM - 2:00 AM | Sunday: 3:00 PM - 2:00 AM,Monday: 5:00 PM – 2:00 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 3:00 PM – 2:00 AM | Saturday: 3:00 PM – 2:00 AM | Sunday: 3:00 PM – 2:00 AM,4.6,2082,PRICE_LEVEL_MODERATE,Website (AI parsed),2026-04-21,32.7627472,-117.1303853,,,,,
Soda Bar,"3615 El Cajon Blvd, San Diego, CA 92104, USA",,http://sodabarmusic.com/,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,Monday: 7:00 PM – 1:00 AM | Tuesday: 7:00 PM – 1:00 AM | Wednesday: 7:00 PM – 1:00 AM | Thursday: 7:00 PM – 1:00 AM | Friday: 7:00 PM – 1:00 AM | Saturday: 7:00 PM – 1:00 AM | Sunday: 7:00 PM – 1:00 AM,4.4,707,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.7550598,-117.11542,,,,,
Cricket's Pub,"3339 El Cajon Blvd, San Diego, CA 92104, USA",(619) 282-8277,https://cricketspub.simdif.com/,Monday: 6:00 – 9:00 PM | Tuesday: 6:00 – 9:00 PM | Wednesday: 4:00 – 7:00 PM | Thursday: 4:00 – 7:00 PM | Friday: 4:00 – 7:00 PM | Saturday: Closed | Sunday: 10:00 AM – 12:00 PM,Monday: 10:00 AM – 2:00 AM | Tuesday: 10:00 AM – 2:00 AM | Wednesday: 10:00 AM – 2:00 AM | Thursday: 10:00 AM – 2:00 AM | Friday: 10:00 AM – 2:00 AM | Saturday: 10:00 AM – 2:00 AM | Sunday: 10:00 AM – 2:00 AM,4.4,104,PRICE_LEVEL_INEXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.754993,-117.1215057,,,,,
Part Time Lover,"3829 30th St, San Diego, CA 92104, USA",(619) 932-4434,http://parttimeloverhifi.com/,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,Monday: 4:00 PM – 2:00 AM | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 4:00 PM – 2:00 AM | Sunday: 4:00 PM – 2:00 AM,4.5,504,PRICE_LEVEL_MODERATE,Website (AI parsed),2026-04-21,32.747976799999996,-117.12994439999999,,,,,
Happy Medium,"4002 30th St, San Diego, CA 92104, USA",(619) 310-5642,http://www.happymediumsd.com/,,Monday: 4:00 PM – 12:00 AM | Tuesday: 4:00 PM – 12:00 AM | Wednesday: 4:00 PM – 12:00 AM | Thursday: 4:00 PM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 12:00 AM,4.7,129,PRICE_LEVEL_MODERATE,Google Places API,2026-04-21,32.7504907,-117.13038119999999,,,,,
Redwing Bar & Grill,"4012 30th St, San Diego, CA 92104, USA",(619) 281-8700,http://www.redwingbar.com/,Monday: Not specified | Tuesday: Not specified | Wednesday: Not specified | Thursday: Not specified | Friday: Not specified | Saturday: Not specified | Sunday: Not specified,Monday: 2:00 PM – 1:00 AM | Tuesday: 11:00 AM – 1:00 AM | Wednesday: 11:00 AM – 1:00 AM | Thursday: 11:00 AM – 1:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 1:00 AM,4.4,1168,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.750651999999995,-117.13041539999999,,,,,
Seven Grand San Diego,"3054 University Ave, San Diego, CA 92104, USA",(619) 269-8820,https://www.sevengrandsd.com/,Monday: 4:00 – 8:00 PM | Tuesday: 4:00 – 8:00 PM | Wednesday: 4:00 – 8:00 PM | Thursday: 4:00 – 8:00 PM | Friday: 4:00 – 8:00 PM | Saturday: 4:00 – 8:00 PM | Sunday: 4:00 – 8:00 PM,Monday: 4:00 PM – 2:00 AM | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 4:00 PM – 2:00 AM | Sunday: 4:00 PM – 2:00 AM,4.5,940,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7486155,-117.1286142,,,,,
Bluefoot Bar and Lounge,"3404 30th St, San Diego, CA 92104, USA",(619) 756-7891,http://www.bluefootsd.com/,,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 6:00 AM – 2:00 AM | Sunday: 6:00 AM – 12:00 AM,4.4,713,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7412135,-117.13024419999998,,,,,
Black Cat Bar,"4246 University Ave, San Diego, CA 92105, USA",(619) 280-5834,https://blackcatbar.wordpress.com/,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,Monday: 4:00 PM – 2:00 AM | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 4:00 PM – 2:00 AM | Sunday: 4:00 PM – 2:00 AM,4.5,420,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.7497928,-117.10344230000001,,,,,
Gilly's House of Cocktails,"2306 El Cajon Blvd, San Diego, CA 92104, USA",(619) 298-6008,https://www.gillyscocktails.com/,,Monday: 2:00 PM – 2:00 AM | Tuesday: 2:00 PM – 2:00 AM | Wednesday: 2:00 PM – 2:00 AM | Thursday: 2:00 PM – 2:00 AM | Friday: 1:00 PM – 2:00 AM | Saturday: 1:00 PM – 2:00 AM | Sunday: 1:00 PM – 2:00 AM,4.3,453,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7555196,-117.1398528,,,,,
The Office Bar,"3936 30th St, San Diego, CA 92104, USA",(619) 450-6632,http://www.theofficebarsd.com/,Monday: 7:00 – 9:00 PM | Tuesday: 7:00 – 9:00 PM | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: 5:00 – 9:00 PM,Monday: 7:00 PM – 1:45 AM | Tuesday: 7:00 PM – 1:45 AM | Wednesday: 5:00 PM – 1:45 AM | Thursday: 5:00 PM – 1:45 AM | Friday: 5:00 PM – 1:45 AM | Saturday: 5:00 PM – 1:45 AM | Sunday: 5:00 PM – 1:45 AM,4.1,550,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7492131,-117.1302676,,,,,
Live Wire,"2103 El Cajon Blvd, San Diego, CA 92104, USA",(619) 291-7450,http://www.livewirebar.com/,Monday: 5:00 PM - 7:00 PM | Tuesday: 5:00 PM - 7:00 PM | Wednesday: 5:00 PM - 7:00 PM | Thursday: 5:00 PM - 7:00 PM | Friday: 5:00 PM - 7:00 PM | Saturday: 5:00 PM - 7:00 PM | Sunday: 5:00 PM - 7:00 PM,Monday: 5:00 PM – 2:00 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 5:00 PM – 2:00 AM | Sunday: 5:00 PM – 2:00 AM,4.5,375,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.755032,-117.1423962,,,,,
Monkeybar,"500 Hotel Cir N, San Diego, CA 92108, USA",(619) 908-5058,https://www.towncountry.com/dine/monkey-bar,Monday: 4:00 PM - 6:00 PM | Tuesday: 4:00 PM - 6:00 PM | Wednesday: 4:00 PM - 6:00 PM | Thursday: 4:00 PM - 6:00 PM | Friday: 5:00 PM - 8:00 PM | Saturday: 5:00 PM - 8:00 PM | Sunday: 4:00 PM - 6:00 PM,Monday: 3:00 – 11:00 PM | Tuesday: 3:00 – 11:00 PM | Wednesday: 12:00 – 11:00 PM | Thursday: 12:00 – 11:00 PM | Friday: 12:00 – 11:00 PM | Saturday: 12:00 – 11:00 PM | Sunday: 3:00 – 11:00 PM,4.6,66,,Website (AI parsed),2026-04-21,32.7633058,-117.1676433,,,,,
Alibi,"1403 University Ave, San Diego, CA 92103, USA",(619) 295-0881,http://www.alibibars.com/,,Monday: 6:00 AM – 2:00 AM | Tuesday: 6:00 AM – 2:00 AM | Wednesday: 6:00 AM – 2:00 AM | Thursday: 6:00 AM – 2:00 AM | Friday: 6:00 AM – 2:00 AM | Saturday: 6:00 AM – 2:00 AM | Sunday: 6:00 AM – 2:00 AM,4.4,513,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7482332,-117.1510616,,,,,
U-31,"3112 University Ave, San Diego, CA 92104, USA",(619) 584-4188,http://www.u31bar.com/,Monday: 5:00 PM – 1:30 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 2:00 PM – 2:00 AM | Sunday: 9:00 AM – 1:30 AM,Monday: 5:00 PM – 2:00 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 2:00 PM – 2:00 AM | Sunday: 2:00 PM – 2:00 AM,4.1,600,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-21,32.7486229,-117.12728879999999,,,,,
The Avenue Sports Bar,"3412 University Ave, San Diego, CA 92104, USA",,,,Monday: 12:00 PM – 2:00 AM | Tuesday: 12:00 PM – 2:00 AM | Wednesday: 12:00 PM – 2:00 AM | Thursday: 12:00 PM – 2:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 2:00 AM,4.2,45,,Google Places API,2026-04-21,32.749975299999996,-117.12016039999997,,,,,
The Banshee Bar,"3519 El Cajon Blvd, San Diego, CA 92104, USA",(619) 357-5666,https://thebansheebar.com/,Monday: 5:00 PM - 7:00 PM | Tuesday: 5:00 PM - 7:00 PM | Wednesday: 5:00 PM - 7:00 PM | Thursday: 5:00 PM - 7:00 PM | Friday: 5:00 PM - 7:00 PM | Saturday: 5:00 PM - 7:00 PM | Sunday: 5:00 PM - 7:00 PM,Monday: 5:00 PM – 2:00 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 5:00 PM – 2:00 AM | Sunday: 5:00 PM – 2:00 AM,4.6,10,,Website (AI parsed),2026-04-21,32.7550248,-117.1175062,,,,,
Cheers,"1839 Adams Ave, San Diego, CA 92116, USA",(619) 298-3269,http://www.cheerssandiego.com/,,Monday: 11:00 AM – 2:00 AM | Tuesday: 11:00 AM – 2:00 AM | Wednesday: 11:00 AM – 2:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 2:00 AM,4.4,113,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-21,32.7622922,-117.14559089999999,,,,,
The Lancers,"4671 Park Blvd, San Diego, CA 92116, USA",(619) 298-5382,https://www.instagram.com/lancers_cocktails,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,Monday: 10:00 AM – 1:30 AM | Tuesday: 10:00 AM – 1:30 AM | Wednesday: 10:00 AM – 1:30 AM | Thursday: 10:00 AM – 1:30 AM | Friday: 10:00 AM – 1:30 AM | Saturday: 10:00 AM – 1:30 AM | Sunday: 10:00 AM – 1:30 AM,4.5,281,PRICE_LEVEL_INEXPENSIVE,Website (AI parsed),2026-04-21,32.7623557,-117.1461184,,,,,
The Tower Bar,"4757 University Ave, San Diego, CA 92105, USA",(619) 284-0158,http://thetowerbar.com/,Monday: 4:00 – 7:00 PM | Tuesday: 4:00 – 7:00 PM | Wednesday: 4:00 – 7:00 PM | Thursday: 4:00 – 7:00 PM | Friday: 4:00 – 7:00 PM | Saturday: 4:00 – 7:00 PM | Sunday: 4:00 – 7:00 PM,Monday: 4:00 PM – 2:00 AM | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 4:00 PM – 2:00 AM | Sunday: 4:00 PM – 2:00 AM,4.6,394,PRICE_LEVEL_INEXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.749397,-117.09180669999999,,,,,
JT's Tavern,"5821 Mission Gorge Rd, San Diego, CA 92120, USA",(619) 280-4698,http://www.jtspub.com/,Monday: 3:00 – 7:00 PM | Tuesday: 3:00 – 7:00 PM | Wednesday: 3:00 – 7:00 PM | Thursday: 3:00 – 7:00 PM | Friday: 3:00 – 7:00 PM | Saturday: 3:00 – 7:00 PM | Sunday: 3:00 – 7:00 PM,Monday: 12:00 PM – 2:00 AM | Tuesday: 12:00 PM – 2:00 AM | Wednesday: 12:00 PM – 2:00 AM | Thursday: 12:00 PM – 2:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 2:00 AM,4.3,493,PRICE_LEVEL_INEXPENSIVE,Google Places API (Happy Hours),2026-04-21,32.7811889,-117.10088789999999,,,,,
