restaurant_name,address,phone_number,website_url,happy_hour_times,regular_hours,rating,review_count,price_level,source,freshness_date,latitude,longitude,place_id,google_maps_url,generative_summary,cheapest_drink,cheapest_drink_price,cheapest_food,cheapest_food_price,menu_summary,menu_url
Baci Restaurant | Italian,"1955 Morena Blvd, San Diego, CA 92110, USA",(619) 275-2094,http://sandiegobaci.com/,,"Monday: Closed | Tuesday: 5:00 – 9:30 PM | Wednesday: 5:00 – 9:30 PM | Thursday: 11:30 AM – 2:00 PM, 5:00 – 9:30 PM | Friday: 11:30 AM – 2:00 PM, 5:00 – 10:00 PM | Saturday: 5:00 – 10:00 PM | Sunday: Closed",4.8,594,PRICE_LEVEL_EXPENSIVE,Google Places API,2026-05-05,32.7813708,-117.20706170000001,ChIJgQJkaZuq3oAR7H_dkATWX0s,https://maps.google.com/?cid=5431294990730756076&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Santana's Mexican Food,"1975 Morena Blvd, San Diego, CA 92110, USA",(619) 276-9600,,,Monday: 7:00 AM – 11:00 PM | Tuesday: 7:00 AM – 11:00 PM | Wednesday: 7:00 AM – 11:00 PM | Thursday: 7:00 AM – 11:00 PM | Friday: 7:00 AM – 11:00 PM | Saturday: 7:00 AM – 11:00 PM | Sunday: 7:00 AM – 11:00 PM,4,586,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-05-05,32.7820019,-117.2066662,ChIJaY5n1uKr3oARDZz9zS8JsLg,https://maps.google.com/?cid=13308146999803878413&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
XINJIANG BBQ,"6931 Linda Vista Rd, San Diego, CA 92111, USA",(858) 567-3988,https://www.sd.xinjiangbbq.us/,,Monday: 5:00 PM – 2:00 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 3:00 AM | Saturday: 5:00 PM – 3:00 AM | Sunday: 5:00 PM – 2:00 AM,4.8,851,PRICE_LEVEL_MODERATE,Google Places API,2026-05-05,32.7841502,-117.1702422,ChIJVdhsvu1V2YARb26pZIQ9HU0,https://maps.google.com/?cid=5556665154078862959&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Taco Time Food Truck,"Linda Vista Rd &, Comstock St, San Diego, CA 92111, USA",(858) 518-3010,https://tacotime.lovable.app/,,Monday: 6:00 – 11:30 PM | Tuesday: 6:00 – 11:30 PM | Wednesday: 6:00 – 11:30 PM | Thursday: 6:00 – 11:30 PM | Friday: 6:00 – 11:30 PM | Saturday: 6:00 – 11:30 PM | Sunday: 6:00 – 11:30 PM,4.5,137,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-05-05,32.783234199999995,-117.1720514,ChIJ96QQenpV2YARYGdX3A2uiuM,https://maps.google.com/?cid=16396108767950235488&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Zab Linda Vista,"6925 Linda Vista Rd B, San Diego, CA 92111, USA",(858) 650-6868,http://www.zablinda.com/,,"Monday: 11:00 AM – 3:30 PM, 4:30 – 9:00 PM | Tuesday: 11:00 AM – 3:30 PM, 4:30 – 9:00 PM | Wednesday: 11:00 AM – 3:30 PM, 4:30 – 9:00 PM | Thursday: 11:00 AM – 3:30 PM, 4:30 – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM",4.7,479,PRICE_LEVEL_MODERATE,Google Places API,2026-05-05,32.7844149,-117.17089410000001,ChIJG6tojidV2YARCaJ4OyM3qY8,https://maps.google.com/?cid=10351865842948940297&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
McDonald's,"6945 Linda Vista Rd, San Diego, CA 92111, USA",(619) 717-2052,https://www.mcdonalds.com/us/en-us/location/CA/SAN-DIEGO/6945-LINDA-VISTA-RD/4154.html?cid=RF:YXT:GMB::Clicks,,Monday: 5:00 AM – 1:00 AM | Tuesday: 5:00 AM – 1:00 AM | Wednesday: 5:00 AM – 1:00 AM | Thursday: 5:00 AM – 1:00 AM | Friday: 5:00 AM – 2:00 AM | Saturday: 5:00 AM – 2:00 AM | Sunday: 5:00 AM – 1:00 AM,3.6,1133,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-05-05,32.785783099999996,-117.17018119999999,ChIJ77sVh01V2YAReVtRzoGolIs,https://maps.google.com/?cid=10057849143290846073&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Domino's Pizza,"6947 Linda Vista Rd Ste D Ste. D&F, San Diego, CA 92111, USA",(619) 296-2220,https://www.dominos.com/en/?utm_source=google&utm_medium=loclist&utm_campaign=localmaps,,Monday: 10:30 AM – 12:00 AM | Tuesday: 10:30 AM – 12:00 AM | Wednesday: 10:30 AM – 12:00 AM | Thursday: 10:30 AM – 12:00 AM | Friday: 10:30 AM – 1:00 AM | Saturday: 10:30 AM – 1:00 AM | Sunday: 10:30 AM – 12:00 AM,3.5,343,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-05-05,32.785751,-117.16918799999999,ChIJg_2tz8Gq3oARqjvsUXkFUJI,https://maps.google.com/?cid=10542932746297949098&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Madi,"3737 Adams Ave, San Diego, CA 92116, USA",(619) 915-5522,http://brunchlikemadi.com/,,Monday: 8:30 AM – 2:00 PM | Tuesday: 8:30 AM – 2:00 PM | Wednesday: 8:30 AM – 2:00 PM | Thursday: 8:30 AM – 2:00 PM | Friday: 8:00 AM – 2:00 PM | Saturday: 8:00 AM – 2:00 PM | Sunday: 8:00 AM – 2:00 PM,4.8,2595,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.7631116,-117.11245740000001,,https://maps.google.com/?cid=15398119782714593337&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Bleu Bohème,"4090 Adams Ave, San Diego, CA 92116, USA",(619) 255-4167,http://www.bleuboheme.com/,,Monday: Closed | Tuesday: 5:00 – 8:00 PM | Wednesday: 5:00 – 8:00 PM | Thursday: 5:00 – 8:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 5:00 – 9:00 PM | Sunday: Closed,4.5,656,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.7634548,-117.1075274,,https://maps.google.com/?cid=3511155849280089669&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Exposed stone walls & large wood tables create a rustic-chic vibe at this intimate French bistro.,Café Rue Bourbon,15.0,,,,http://www.bleuboheme.com/specials
Lazy Dog Restaurant & Bar,"1202 Camino Del Rio N, San Diego, CA 92108, USA",(619) 481-6191,https://lazydogrestaurants.com/pages/san-diego-ca-mission-valley,Monday: 3:00 – 6:00 PM | Tuesday: 3:00 – 6:00 PM | Wednesday: 3:00 – 6:00 PM | Thursday: 3:00 – 6:00 PM | Friday: 3:00 – 6:00 PM | Saturday: Closed | Sunday: 9:00 PM – 12:00 AM,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 12:00 AM | Saturday: 10:00 AM – 12:00 AM | Sunday: 10:00 AM – 12:00 AM,4.4,4757,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-25,32.7664841,-117.1542527,,https://maps.google.com/?cid=9811158289020640891&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Relaxed, lodge-chic chain serving global comfort fare, including stir-fries, pot roast & pastas.",,,,,,
So Saap,"4134 University Ave, San Diego, CA 92105, USA",(619) 539-7635,https://sosaap.com/?utm_source=google,,Monday: 10:30 AM – 11:00 PM | Tuesday: 10:30 AM – 11:00 PM | Wednesday: 10:30 AM – 11:00 PM | Thursday: 10:30 AM – 11:00 PM | Friday: 10:30 AM – 12:00 AM | Saturday: 10:30 AM – 12:00 AM | Sunday: 10:30 AM – 11:00 PM,4.4,476,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.7504451,-117.10611519999999,,https://maps.google.com/?cid=14785442230594140159&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Kensington Cafe,"4141 Adams Ave, San Diego, CA 92116, USA",(619) 640-0494,http://www.kensingtoncafesd.com/,,Monday: 7:30 AM – 2:00 PM | Tuesday: 7:30 AM – 2:00 PM | Wednesday: 7:30 AM – 2:00 PM | Thursday: 7:30 AM – 2:00 PM | Friday: 7:30 AM – 2:00 PM | Saturday: 7:30 AM – 3:00 PM | Sunday: 7:30 AM – 3:00 PM,4.5,1286,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.763041699999995,-117.10611730000001,,https://maps.google.com/?cid=16092516191707787358&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Easygoing American restaurant with a dog-friendly patio serving classic American eats.,,,,,,
Denny's Restaurant,"1065 Camino del Rio S, San Diego, CA 92108, USA",(619) 295-4676,https://locations.dennys.com/CA/SAN-DIEGO/249501?utm_source=G&utm_medium=organic&utm_campaign=DAC,,Monday: 4:00 AM – 3:00 AM | Tuesday: 4:00 AM – 3:00 AM | Wednesday: 4:00 AM – 3:00 AM | Thursday: 4:00 AM – 3:00 AM | Friday: 4:00 AM – 3:00 AM | Saturday: 4:00 AM – 3:00 AM | Sunday: 4:00 AM – 3:00 AM,4.1,3621,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-25,32.7641619,-117.15377799999999,,https://maps.google.com/?cid=433575840357562682&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Casual diner chain dishing up classic American comfort fare, including all-day breakfast favorites.",,,,,,
The Haven Pizzeria,"4051 Adams Ave, San Diego, CA 92116, USA",(619) 281-1904,https://www.thehavenpizzeria.com/,Monday: 3:00 – 5:00 PM | Tuesday: 3:00 – 5:00 PM | Wednesday: 3:00 – 5:00 PM | Thursday: 3:00 – 5:00 PM | Friday: 3:00 – 5:00 PM | Saturday: Closed | Sunday: Closed,Monday: 3:00 – 8:30 PM | Tuesday: 3:00 – 8:30 PM | Wednesday: 3:00 – 8:30 PM | Thursday: 3:00 – 8:30 PM | Friday: 11:30 AM – 9:00 PM | Saturday: 11:30 AM – 9:00 PM | Sunday: 11:30 AM – 8:00 PM,4.6,420,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-25,32.7631367,-117.10826089999999,,https://maps.google.com/?cid=13731900546915413020&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Small, stylish venue where inventive pizzas & salads are backed by craft beers & wine.",,,,,,
Ponce's Mexican Restaurant,"4050 Adams Ave, San Diego, CA 92116, USA",(619) 282-4413,http://www.poncesrestaurant.com/,"Monday: 2:00 – 5:00 PM, 8:00 – 9:00 PM | Tuesday: 2:00 – 5:00 PM, 8:00 – 9:00 PM | Wednesday: 2:00 – 5:00 PM, 8:00 – 9:00 PM | Thursday: 2:00 – 5:00 PM, 8:00 – 9:00 PM | Friday: 2:00 – 5:00 PM | Saturday: 2:00 – 5:00 PM | Sunday: Closed",Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: Closed,4.5,1815,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-25,32.7634628,-117.1082107,,https://maps.google.com/?cid=11999375618720049262&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Bustling venue for traditional Mexican eats including burritos & enchiladas among retro decor.,,,,,,
Donna Jean,"2611 El Cajon Blvd, San Diego, CA 92104, USA",(619) 299-5500,https://donnajeanrestaurant.com/,,"Monday: 5:00 – 9:00 PM | Tuesday: Closed | Wednesday: 5:00 – 9:00 PM | Thursday: 5:00 – 9:00 PM | Friday: 5:00 – 9:00 PM | Saturday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM | Sunday: 11:00 AM – 3:00 PM, 5:00 – 9:00 PM",4.5,1199,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.754922,-117.13577529999999,,https://maps.google.com/?cid=901710595486097593&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Homey locale for seasonal vegan eats, kombucha and beer with a spacious patio & herb garden.",Any Glass of Wine,5.0,"Weeknight Dinner Special (Drink, Entrée & Dessert)",35.0,"Weeknight Dinner Special: Drink, Entrée & Dessert for $35. Add wine for $5.",https://donnajeanrestaurant.com
Addis Ethiopian Restaurant,"3647 El Cajon Blvd, San Diego, CA 92104, USA",(619) 677-4844,https://www.addis-sd.com/,,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: Closed | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 9:00 PM | Saturday: 11:00 AM – 9:00 PM | Sunday: 11:00 AM – 9:00 PM,4.8,195,,Google Places API,2026-04-25,32.7550605,-117.11495310000001,,https://maps.google.com/?cid=14864091205583869993&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Asmara Cafe/restaurant,"3817 El Cajon Blvd, San Diego, CA 92105, USA",(619) 230-5434,http://asmaracafesd1.com/,Monday: 3:00 PM - 6:00 PM | Tuesday: 3:00 PM - 6:00 PM | Wednesday: 3:00 PM - 6:00 PM | Thursday: 3:00 PM - 6:00 PM | Friday: 4:00 PM - 7:00 PM | Saturday: Closed | Sunday: Closed,Monday: 9:00 AM – 6:00 PM | Tuesday: 9:00 AM – 6:00 PM | Wednesday: 9:00 AM – 6:00 PM | Thursday: 9:00 AM – 6:00 PM | Friday: 9:00 AM – 6:00 PM | Saturday: 9:00 AM – 6:00 PM | Sunday: 10:30 AM – 3:00 PM,4.9,71,PRICE_LEVEL_INEXPENSIVE,"Website (AI parsed, high confidence)",2026-04-25,32.7550072,-117.1112394,,https://maps.google.com/?cid=14491541397304340852&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Black Cat Bar,"4246 University Ave, San Diego, CA 92105, USA",(619) 280-5834,https://blackcatbar.wordpress.com/,,Monday: 4:00 PM – 2:00 AM | Tuesday: 4:00 PM – 2:00 AM | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 4:00 PM – 2:00 AM | Sunday: 4:00 PM – 2:00 AM,4.5,420,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-25,32.7497928,-117.10344230000001,,https://maps.google.com/?cid=5567208628770138719&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Unpretentious watering hole featuring beer & specialty cocktails along with pool tables & a jukebox.,,,,,,
Kensington Club,"4079 Adams Ave, San Diego, CA 92116, USA",(619) 284-2848,http://www.kensingtonclub1935.com/,,Monday: Closed | Tuesday: Closed | Wednesday: 4:00 PM – 2:00 AM | Thursday: 4:00 PM – 2:00 AM | Friday: 4:00 PM – 2:00 AM | Saturday: 4:00 PM – 2:00 AM | Sunday: 6:00 PM – 2:00 AM,4.3,277,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-25,32.7631277,-117.1076768,,https://maps.google.com/?cid=9159851721262084824&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Circa-1935, cash-only spot offers a pool table & full bar plus live music from local bands.",,,,,,
Gilly's House of Cocktails,"2306 El Cajon Blvd, San Diego, CA 92104, USA",(619) 298-6008,https://www.gillyscocktails.com/,Monday: ALL DAY | Tuesday: open - 6pm | Wednesday: open - 6pm | Thursday: open - 6pm | Friday: open - 6pm | Saturday: Closed | Sunday: Closed,Monday: 2:00 PM – 2:00 AM | Tuesday: 2:00 PM – 2:00 AM | Wednesday: 2:00 PM – 2:00 AM | Thursday: 2:00 PM – 2:00 AM | Friday: 1:00 PM – 2:00 AM | Saturday: 1:00 PM – 2:00 AM | Sunday: 1:00 PM – 2:00 AM,4.3,454,PRICE_LEVEL_INEXPENSIVE,"Website (AI parsed, high confidence)",2026-04-25,32.7555196,-117.1398528,,https://maps.google.com/?cid=1100695191241536101&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Local watering hole with lively karaoke nights, multiple TVs, a pool table & outdoor patio.",Bud Light,4.0,,,"$4 beers, $5 shots, $6 well drinks, $8 cocktails",https://www.gillyscocktails.com/menus
Cheers,"1839 Adams Ave, San Diego, CA 92116, USA",(619) 298-3269,http://www.cheerssandiego.com/,,Monday: 11:00 AM – 2:00 AM | Tuesday: 11:00 AM – 2:00 AM | Wednesday: 11:00 AM – 2:00 AM | Thursday: 11:00 AM – 2:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 2:00 AM,4.4,113,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-25,32.7622922,-117.14559089999999,,https://maps.google.com/?cid=1022687732304357916&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Unpretentious neighborhood gay bar hosting seasonal events & serving daily drink specials.,,,,,,
Live Wire,"2103 El Cajon Blvd, San Diego, CA 92104, USA",(619) 291-7450,http://www.livewirebar.com/,Monday: 5:00 PM - 7:00 PM | Tuesday: 5:00 PM - 7:00 PM | Wednesday: 5:00 PM - 7:00 PM | Thursday: 5:00 PM - 7:00 PM | Friday: 5:00 PM - 7:00 PM | Saturday: 5:00 PM - 7:00 PM | Sunday: 5:00 PM - 7:00 PM,Monday: 5:00 PM – 2:00 AM | Tuesday: 5:00 PM – 2:00 AM | Wednesday: 5:00 PM – 2:00 AM | Thursday: 5:00 PM – 2:00 AM | Friday: 5:00 PM – 2:00 AM | Saturday: 5:00 PM – 2:00 AM | Sunday: 5:00 PM – 2:00 AM,4.5,375,PRICE_LEVEL_INEXPENSIVE,"Website (AI parsed, high confidence)",2026-04-25,32.755032,-117.1423962,,https://maps.google.com/?cid=15545298650019071592&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Old-school rock bar serious about its beers on tap & jukebox tunes has happy hours & occasional DJs.,,,,,,
The Lancers,"4671 Park Blvd, San Diego, CA 92116, USA",(619) 298-5382,https://www.instagram.com/lancers_cocktails,,Monday: 10:00 AM – 1:30 AM | Tuesday: 10:00 AM – 1:30 AM | Wednesday: 10:00 AM – 1:30 AM | Thursday: 10:00 AM – 1:30 AM | Friday: 10:00 AM – 1:30 AM | Saturday: 10:00 AM – 1:30 AM | Sunday: 10:00 AM – 1:30 AM,4.5,281,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-25,32.7623557,-117.1461184,,https://maps.google.com/?cid=9071910483735738288&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Longtime neighborhood hangout offers cocktails & brews in a rustic wooden interior with pool tables.,,,,,,
McGregor's Bar and Grill,"10475 San Diego Mission Rd, San Diego, CA 92108, USA",(619) 282-9797,http://mcgregorssandiego.com/,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 9:00 AM – 2:00 AM | Sunday: 9:00 AM – 12:00 AM,Monday: 11:00 AM – 12:00 AM | Tuesday: 11:00 AM – 12:00 AM | Wednesday: 11:00 AM – 12:00 AM | Thursday: 11:00 AM – 12:00 AM | Friday: 11:00 AM – 2:00 AM | Saturday: 11:00 AM – 2:00 AM | Sunday: 11:00 AM – 12:00 AM,4.4,1397,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-25,32.7844116,-117.11102419999999,,https://maps.google.com/?cid=1528367007356415134&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Popular sports bar near the stadium wins fans thanks to its pub grub, pool, darts & shuffleboard.",select draft beer,5.0,,,"$1-off well drinks & wines, $5 select draft beer",
Clem's Tap House,"4108 Adams Ave, San Diego, CA 92116, USA",(619) 255-4526,https://clemstaphouse.com/,,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 12:00 AM | Saturday: 11:00 AM – 12:00 AM | Sunday: 11:00 AM – 10:00 PM,4.7,326,PRICE_LEVEL_MODERATE,Google Places API,2026-04-25,32.7636299,-117.1071016,,https://maps.google.com/?cid=5022401088456798042&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Modern taphouse serves up rotating craft brews & curated wines in a dimly lit, stylish interior.",,,,,,
Pecs Bar,"2046 University Ave, San Diego, CA 92104, USA",(619) 296-0889,http://www.pecsbar.com/,,Monday: 12:00 PM – 12:00 AM | Tuesday: 12:00 PM – 12:00 AM | Wednesday: 12:00 PM – 12:00 AM | Thursday: 12:00 PM – 12:00 AM | Friday: 12:00 PM – 2:00 AM | Saturday: 12:00 PM – 2:00 AM | Sunday: 12:00 PM – 12:00 AM,4.1,171,PRICE_LEVEL_INEXPENSIVE,Google Places API,2026-04-25,32.7486223,-117.14272559999999,,https://maps.google.com/?cid=14021673700648640134&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Relaxed gay bar with pool tables, a back patio, happy hours, & more.",,,,,,
La Sirena,"4286 University Ave, San Diego, CA 92105, USA",(619) 432-1213,,,Monday: 2:00 PM – 12:00 AM | Tuesday: 2:00 PM – 12:00 AM | Wednesday: 2:00 PM – 12:00 AM | Thursday: 2:00 PM – 12:00 AM | Friday: 2:00 PM – 12:00 AM | Saturday: 12:00 PM – 12:00 AM | Sunday: 12:00 PM – 12:00 AM,3.9,16,,Google Places API,2026-04-25,32.7498037,-117.102426,,https://maps.google.com/?cid=13209575204238650717&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Gather Coffee & Kava Bar,"3811 Ray St, San Diego, CA 92104, USA",,https://www.gathercoffeebar.com/,,Monday: 2:00 – 11:00 PM | Tuesday: 2:00 – 11:00 PM | Wednesday: 2:00 PM – 12:00 AM | Thursday: 2:00 PM – 12:00 AM | Friday: 2:00 PM – 1:00 AM | Saturday: 2:00 PM – 1:00 AM | Sunday: 2:00 – 11:00 PM,4.7,83,,Google Places API,2026-04-25,32.7476741,-117.12902840000001,,https://maps.google.com/?cid=12674535247790494469&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,,,,,,,
Bully's East Prime Bistro Sports Bar,"2401 Camino del Rio S, San Diego, CA 92108, USA",(619) 291-2665,http://bullyseastsd.com/,Monday: 4:00 PM - 6:00 PM | Tuesday: 4:00 PM - 6:00 PM | Wednesday: 4:00 PM - 6:00 PM | Thursday: 4:00 PM - 6:00 PM | Friday: 4:00 PM - 6:00 PM | Saturday: Closed | Sunday: Closed,Monday: 11:00 AM – 9:00 PM | Tuesday: 11:00 AM – 9:00 PM | Wednesday: 11:00 AM – 9:00 PM | Thursday: 11:00 AM – 9:00 PM | Friday: 11:00 AM – 10:00 PM | Saturday: 9:00 AM – 10:00 PM | Sunday: 9:00 AM – 9:00 PM,4.3,1757,PRICE_LEVEL_MODERATE,"Website (AI parsed, high confidence)",2026-04-25,32.7676145,-117.1384803,,https://maps.google.com/?cid=2225814148012932243&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Casual venue offering seafood, sandwiches & steakhouse staples, plus sports on TV & weekend brunch.",,,Baja Shrimp Tacos,3.5,"Select margarita's $8, Baja Fish Tacos $3.50, Baja Shrimp Tacos $3.50, Filet Street Tacos $3.75",
Madison,"4622 Park Blvd, San Diego, CA 92116, USA",(619) 269-6566,http://www.madisononpark.com/,Monday: Closed | Tuesday: 4:00 – 6:00 PM | Wednesday: 4:00 – 6:00 PM | Thursday: 4:00 – 6:00 PM | Friday: 4:00 – 6:00 PM | Saturday: 4:00 – 6:00 PM | Sunday: 4:00 – 6:00 PM,Monday: Closed | Tuesday: 5:00 – 8:30 PM | Wednesday: 5:00 – 8:30 PM | Thursday: 5:00 – 8:30 PM | Friday: 5:00 – 9:30 PM | Saturday: 5:00 – 9:30 PM | Sunday: 5:00 – 8:30 PM,4.5,1401,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-25,32.7614508,-117.14645650000001,,https://maps.google.com/?cid=4762829423759578184&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,"Sleek, cedar-walled space with vaulted ceilings serving modern Mediterranean fare & cocktails.",MODELO ESPECIAL,5.0,MADISON CEVICHE,15.0,"$5 beers, $15 ceviche, $15 sliders, and $15 lamb meatballs",http://www.madisononpark.com/menu
Chili's Grill & Bar,"4252 Camino Del Rio N, San Diego, CA 92108, USA",(619) 280-7996,https://www.chilis.com/locations/us/california/san-diego/mission-valley?utm_source=google&utm_medium=local&utm_campaign=Chilis,Monday: 3:00 – 6:00 PM | Tuesday: 3:00 – 6:00 PM | Wednesday: 3:00 – 6:00 PM | Thursday: 3:00 – 6:00 PM | Friday: 3:00 – 6:00 PM | Saturday: Closed | Sunday: Closed,Monday: 11:00 AM – 10:00 PM | Tuesday: 11:00 AM – 10:00 PM | Wednesday: 11:00 AM – 10:00 PM | Thursday: 11:00 AM – 10:00 PM | Friday: 11:00 AM – 11:00 PM | Saturday: 11:00 AM – 11:00 PM | Sunday: 11:00 AM – 10:00 PM,4.2,2156,PRICE_LEVEL_MODERATE,Google Places API (Happy Hours),2026-04-25,32.779699,-117.103315,,https://maps.google.com/?cid=11983145950916920174&g_mp=CiVnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLkdldFBsYWNlEAIYBCAA,Family-friendly chain serving classic Tex-Mex & American fare in a Southwestern-style setting.,$3 Bud Light 16 oz,3.0,,,"$3 beers, $5 wine, $6 and $7 margaritas",
